card_layout,name,image,attribute_level,flavor_text,distinctive_features,position,might,endurance,parry,armour,weapons,fell_abilities,resolve,hate
./images/template/card_layout_back.png,,,,,,back,2,70,-,3,<table><tr><th>Name</th><th>Skill</th><th>Damage</th><th>Injury</th><th>Special Dmg</th></tr><tr><td><b>Crush</b></td><td>3</td><td>6</td><td>12</td><td> Break Shield</td></tr><tr><td><b>Tear</b></td><td>2</td><td>6</td><td>12</td><td> Seize</td></tr></table>,"<table><tr><th>Name</th><th>Effect</th></tr><tr><td>Horrible Strength</td><td>If the creature scored a Piercing Blow with a close combat attack, spend 1 Hate to make the target’s Protection roll Ill-favoured</td></tr><tr><td>Thick Hide</td><td>Spend 1 Hate point to gain (2d) on a Protection roll</td></tr><tr><td>Two-Headed OR Four-Armed</td><td>Choose one of the two options</td></tr><tr><td> Two-Headed</td><td>All rolls made to sneak around or ambush this creature are Ill-favoured</td></tr><tr><td> Four-Armed</td><td>This creature can Seize two targets at the same time or seize one and still act normally</td></tr></table>",,9
./images/template/card_layout_back.png,,,,,,back,2,70,-,2,<table><tr><th>Name</th><th>Skill</th><th>Damage</th><th>Injury</th><th>Special Dmg</th></tr><tr><td><b>Crush</b></td><td>3</td><td>6</td><td>12</td><td> Break Shield</td></tr></table>,"<table><tr><th>Name</th><th>Effect</th></tr><tr><td>Thing of Terror</td><td>At the start of the first round of the battle all Playerheroes in sight gain 3 Shadow points (Dread) Those who fail their Shadow test are daunted and cannot spend Hope for the rest of the fight</td></tr><tr><td>Savage Assault</td><td>When this creature produces at least on a successful attack roll, they may immediately make a second attack This can only occur once per round</td></tr><tr><td>Horrible Strength</td><td>If the creature scored a Piercing Blow with a close combat attack, spend 1 Hate to make the target’s Protection roll Ill-favoured</td></tr></table>",,9
./images/template/card_layout_back.png,,,,,,back,2,80,-,3,<table><tr><th>Name</th><th>Skill</th><th>Damage</th><th>Injury</th><th>Special Dmg</th></tr><tr><td><b>Bite</b></td><td>3</td><td>6</td><td>14</td><td> Pierce</td></tr><tr><td><b>Crush</b></td><td>2</td><td>5</td><td>16</td><td> Break Shield</td></tr></table>,"<table><tr><th>Name</th><th>Effect</th></tr><tr><td>Foul Reek</td><td>If any hero engaged in close combat with this creature wishes to take any action other than attacking, they must spend 1 point of Hope (including Combat Tasks)</td></tr><tr><td>Savage Assault</td><td>When this creature produces at least on a successful attack roll, they may immediately make a second attack This can only occur once per round</td></tr><tr><td>Horrible Strength</td><td>If the creature scored a Piercing Blow with a close combat attack, spend 1 Hate to make the target’s Protection roll Illfavoured</td></tr></table>",,10
./images/template/card_layout_back.png,,,,,,back,1,8,+1,2,<table><tr><th>Name</th><th>Skill</th><th>Damage</th><th>Injury</th><th>Special Dmg</th></tr><tr><td><b>Sting</b></td><td>3</td><td>3</td><td>12</td><td> Pierce</td></tr><tr><td><b>Web</b></td><td>2</td><td>-</td><td>-</td><td> Web</td></tr></table>,<table><tr><th>Name</th><th>Effect</th></tr></table>,,2
./images/template/card_layout_back.png,,,,,,back,1,24,+2,3,<table><tr><th>Name</th><th>Skill</th><th>Damage</th><th>Injury</th><th>Special Dmg</th></tr><tr><td><b>Sting</b></td><td>4</td><td>4</td><td>16</td><td> Pierce</td></tr></table>,"<table><tr><th>Name</th><th>Effect</th></tr><tr><td>Horrible Strength</td><td>If the creature scored a Piercing Blow with a close combat attack, spend 1 Hate to make the target’s Protection roll Ill-favoured</td></tr><tr><td>Great Leap</td><td>Spend 1 Hate to attack any Player-hero, in any combat stance, including Rearward</td></tr><tr><td>Paralyzing-Poison</td><td>If this creature applies its Poison effect, the victim also falls to the ground paralyzed until the Poison is cured</td></tr></table>",,6
./images/template/card_layout_back.png,,,,,,back,2,32,+1,3,<table><tr><th>Name</th><th>Skill</th><th>Damage</th><th>Injury</th><th>Special Dmg</th></tr><tr><td><b>Sting</b></td><td>3</td><td>4</td><td>16</td><td> Pierce</td></tr><tr><td><b>Web</b></td><td>3</td><td>-</td><td>-</td><td> Web</td></tr></table>,"<table><tr><th>Name</th><th>Effect</th></tr><tr><td>Thing of Terror</td><td>At the start of the first round of the battle all Playerheroes in sight gain 3 Shadow points (Dread) Those who fail their Shadow test are daunted and cannot spend Hope for the rest of the fight Denizen of the Dark All attack rolls are Favoured while in darkness</td></tr><tr><td>Dreadful Spells</td><td>Spend 1 Hate to make one Player-hero gain 3 Shadow points (Sorcery) Targets who fail their Shadow test or who are Miserable cannot willingly attack the Great Spider for a number of rounds = 10 - their Wisdom score</td></tr><tr><td>Horrible Strength</td><td>If the creature scored a Piercing Blow with a close combat attack, spend 1 Hate to make the target’s Protection roll Illfavoured</td></tr></table>",,8
./images/template/card_layout_back.png,,,,,,back,1,12,+1,2,<table><tr><th>Name</th><th>Skill</th><th>Damage</th><th>Injury</th><th>Special Dmg</th></tr><tr><td><b>Bite</b></td><td>3</td><td>4</td><td>14</td><td> Pierce</td></tr><tr><td><b>Claws</b></td><td>3</td><td>3</td><td>14</td><td> Seize</td></tr></table>,<table><tr><th>Name</th><th>Effect</th></tr></table>,,3
./images/template/card_layout_back.png,,,,,,back,2,50,+1,3,<table><tr><th>Name</th><th>Skill</th><th>Damage</th><th>Injury</th><th>Special Dmg</th></tr><tr><td><b>Bite</b></td><td>3</td><td>6</td><td>14</td><td> Pierce</td></tr><tr><td><b>Claws</b></td><td>3</td><td>5</td><td>16</td><td> Seize</td></tr></table>,"<table><tr><th>Name</th><th>Effect</th></tr><tr><td>Snake-Like Speed</td><td>When targeted by an attack, spend 1 Hate to make the attack roll Ill-favoured</td></tr><tr><td>Thing of Terror</td><td>At the start of the first round of the battle all Player-heroes in sight gain 3 Shadow points (Dread) Those who fail their Shadow test are daunted and cannot spend Hope for the rest of the fight</td></tr><tr><td>Deadly Wound</td><td></td></tr><tr><td></td><td>Wounded targets make an Ill-favoured Feat die roll to determine the severity of their injury</td></tr></table>",,6
./images/template/card_layout_back.png,,,,,,back,1,28,+2,3,<table><tr><th>Name</th><th>Skill</th><th>Damage</th><th>Injury</th><th>Special Dmg</th></tr><tr><td><b>Bite</b></td><td>4</td><td>6</td><td>14</td><td> Pierce</td></tr><tr><td><b>Claws</b></td><td>3</td><td>5</td><td>16</td><td> Seize</td></tr></table>,"<table><tr><th>Name</th><th>Effect</th></tr><tr><td>Bewilder</td><td>Spend 1 Hate to reduce the Parry score of a player-hero by –2 for one turn</td></tr><tr><td>Snake-Like Speed</td><td>When targeted by an attack, spend 1 Hate to makes the attack roll Ill-favoured</td></tr><tr><td>Savage Assault</td><td>When this creature produces at least on a successful attack roll, they may immediately make a second attack This can only occur once per round Fell Speed: At the beginning of each turn, this creature can choose which hero it engages regardless of restrictions, or it can abandon combat entirely</td></tr></table>",,7
./images/template/card_layout_back.png,,,,,,back,1,20,+1,2,<table><tr><th>Name</th><th>Skill</th><th>Damage</th><th>Injury</th><th>Special Dmg</th></tr><tr><td><b>Orc-Axe</b></td><td>3</td><td>3</td><td>18</td><td> Break Shield</td></tr><tr><td><b>Spear</b></td><td>2</td><td>4</td><td>16</td><td> Pierce</td></tr></table>,"<table><tr><th>Name</th><th>Effect</th></tr><tr><td>Raven Spirits</td><td>When the first Hill-man dies in a combat, ravens swoop down and reduce the Parry rating of all player heroes by –2</td></tr><tr><td>Dreadful Spells</td><td>Spend 1 Hate to force a player to gain 1 Shadow point (Sorcery) If the hero fails their Shadow Test, each time they roll a they lose 1 Hope until the next dusk or dawn</td></tr></table>",5,
./images/template/card_layout_back.png,,,,,,back,1,16,+2,2,<table><tr><th>Name</th><th>Skill</th><th>Damage</th><th>Injury</th><th>Special Dmg</th></tr><tr><td><b>Spear</b></td><td>3</td><td>4</td><td>16</td><td> Pierce</td></tr><tr><td><b>Short Sword</b></td><td>2</td><td>3</td><td>16</td><td></td></tr></table>,"<table><tr><th>Name</th><th>Effect</th></tr><tr><td>Thing of Terror</td><td>At the start of the first round of the battle all Player-heroes in sight gain 3 Shadow points (Dread) Those who fail their Shadow test are daunted and cannot spend Hope for the rest of the fight</td></tr><tr><td>Fear of Fire</td><td>The creature loses 1 Hate at the start of each round it is engaged in close combat with an adversary wielding a torch or other burning item</td></tr><tr><td>Hatred (Beornings & Elves)</td><td>When targeting the subject of their hate, all attacks are Favoured</td></tr></table>",4,
./images/template/card_layout_back.png,,,,,,back,1,12,+1,2,<table><tr><th>Name</th><th>Skill</th><th>Damage</th><th>Injury</th><th>Special Dmg</th></tr><tr><td><b>Bite</b></td><td>3</td><td>4</td><td>14</td><td> Pierce</td></tr></table>,"<table><tr><th>Name</th><th>Effect</th></tr><tr><td>Fear of Fire</td><td>The creature loses 1 Hate at the start of each round it is engaged in close combat with an adversary wielding a torch or other burning item</td></tr><tr><td>Great Leap</td><td>Spend 1 Hate to attack any Player-hero, in any combat stance, including Rearward Snake-Like Speed When targeted by an attack, spend 1 Hate to make the attack roll Ill-Favoured</td></tr></table>",3,
./images/template/card_layout_back.png,,,,,,back,1,12,+1,2,<table><tr><th>Name</th><th>Skill</th><th>Damage</th><th>Injury</th><th>Special Dmg</th></tr><tr><td><b>Stone Spear</b></td><td>3</td><td>4</td><td>14</td><td> Pierce</td></tr><tr><td><b>Bow</b></td><td>2</td><td>3</td><td>14</td><td> Pierce</td></tr></table>,"<table><tr><th>Name</th><th>Effect</th></tr><tr><td>Mirkwood Dweller</td><td>When inside Mirkwood, this creature gains +2 Parry</td></tr><tr><td>Hatred (Elves)</td><td>When fighting hated enemies, all of this creature’s attack rolls are Favoured</td></tr><tr><td>Thrall (Spiders)</td><td>This creature is a thrall of another When its master is on the field, this creature may spend 1 Hate point to sacrifice itself to absorb an attack for its master If its master is not on the field this creature loses 1 Hate and becomes Craven</td></tr></table>",3,
./images/template/card_layout_back.png,,,,,,back,1,16,+1,2,<table><tr><th>Name</th><th>Skill</th><th>Damage</th><th>Injury</th><th>Special Dmg</th></tr><tr><td><b>Axe</b></td><td>3</td><td>5</td><td>18</td><td> Break Shield</td></tr><tr><td><b>Spear</b></td><td>2</td><td>4</td><td>16</td><td> Pierce</td></tr></table>,"<table><tr><th>Name</th><th>Effect</th></tr><tr><td>Hatred (Men of Rohan)</td><td>When fighting hated enemies, all of this creature’s attack rolls are Favoured</td></tr></table>",4,
./images/template/card_layout_back.png,,,,,,back,1,20,+2,2,<table><tr><th>Name</th><th>Skill</th><th>Damage</th><th>Injury</th><th>Special Dmg</th></tr><tr><td><b>Spear</b></td><td>3</td><td>4</td><td>16</td><td> Pierce</td></tr><tr><td><b>Axe</b></td><td>2</td><td>5</td><td>18</td><td> Break Shield</td></tr><tr><td><b>Bow</b></td><td>2</td><td>3</td><td>14</td><td> Pierce</td></tr></table>,"<table><tr><th>Name</th><th>Effect</th></tr><tr><td>Snake-Like Speed</td><td>When targeted by an attack, spend 1 Resolve to make the attack roll Ill-favoured</td></tr></table>",5,
./images/template/card_layout_back.png,,,,,,back,1,12,+1,3,<table><tr><th>Name</th><th>Skill</th><th>Damage</th><th>Injury</th><th>Special Dmg</th></tr><tr><td><b>Spear</b></td><td>3</td><td>4</td><td>16</td><td> Pierce</td></tr></table>,<table><tr><th>Name</th><th>Effect</th></tr></table>,4,
./images/template/card_layout_back.png,,,,,,back,1,20,+2,2,<table><tr><th>Name</th><th>Skill</th><th>Damage</th><th>Injury</th><th>Special Dmg</th></tr><tr><td><b>Spear</b></td><td>3</td><td>4</td><td>14</td><td> Pierce</td></tr><tr><td><b>Sword</b></td><td>2</td><td>4</td><td>16</td><td></td></tr></table>,"<table><tr><th>Name</th><th>Effect</th></tr><tr><td>Hatred (Men of Rohan)</td><td>When fighting hated enemies, all of this creature’s attack rolls are Favoured</td></tr><tr><td>Fierce Folk</td><td>Spend 1 Resolve to gain (1d) on an attack and make the roll Favoured</td></tr></table>",5,
./images/template/card_layout_back.png,,,,,,back,1,16,+1,4,<table><tr><th>Name</th><th>Skill</th><th>Damage</th><th>Injury</th><th>Special Dmg</th></tr><tr><td><b>Spear</b></td><td>3</td><td>4</td><td>14</td><td> Pierce</td></tr></table>,<table><tr><th>Name</th><th>Effect</th></tr><tr><td>Fierce Folk</td><td>Spend 1 Resolve to gain (1d) on an attack and make the roll Favoured</td></tr></table>,4,
./images/template/card_layout_back.png,,,,,,back,1,24,+2,4,<table><tr><th>Name</th><th>Skill</th><th>Damage</th><th>Injury</th><th>Special Dmg</th></tr><tr><td><b>Scimitar</b></td><td>4</td><td>4</td><td>16</td><td></td></tr><tr><td><b>Dagger</b></td><td>3</td><td>2</td><td>14</td><td> Pierce</td></tr></table>,"<table><tr><th>Name</th><th>Effect</th></tr><tr><td>Fierce Folk</td><td>Spend 1 Resolve to gain (1d) on an attack and make the roll Favoured</td></tr><tr><td>Cruel Stroke</td><td>When this creature scores a Piercing Blow, spent 1 Hate to raise the Injury Rating of the weapon by 4</td></tr></table>",6,
./images/template/card_layout_back.png,,,,,,back,1,30,+2,4,<table><tr><th>Name</th><th>Skill</th><th>Damage</th><th>Injury</th><th>Special Dmg</th></tr><tr><td><b>Spear</b></td><td>3</td><td>4</td><td>14</td><td> Pierce</td></tr><tr><td><b>Bow</b></td><td>3</td><td>3</td><td>14</td><td> Pierce</td></tr></table>,<table><tr><th>Name</th><th>Effect</th></tr><tr><td>Deadly Elusiveness</td><td>This creature can only be attacked in Close Combat by a character in Forward Stance</td></tr></table>,5,
./images/template/card_layout_back.png,,,,,,back,1,30,+2,4,<table><tr><th>Name</th><th>Skill</th><th>Damage</th><th>Injury</th><th>Special Dmg</th></tr><tr><td><b>Black-Bladed Dagger</b></td><td>3</td><td>2</td><td>14</td><td></td></tr></table>,"<table><tr><th>Name</th><th>Effect</th></tr><tr><td>Dreadful Spells</td><td>Spend 1 point of Hate to make one playerhero gain 3 Shadow points (Sorcery) Targets who fail their shadow test are stung with blinding pain like a knife through the gut, making them lose (-2d) on all attack rolls, and suffer –4 to their Parry rating The target may forego their attack on their turn and roll an ATHLETICS test, ending the effect on a success</td></tr><tr><td>Cursed Dagger</td><td>When this creature deals damage with an attack, the attack target gains 1 Shadow point (Dread)</td></tr></table>",5,
./images/template/card_layout_back.png,,,,,,back,1,12,+1,3,<table><tr><th>Name</th><th>Skill</th><th>Damage</th><th>Injury</th><th>Special Dmg</th></tr><tr><td><b>Axe</b></td><td>3</td><td>5</td><td>16</td><td> Break Shield</td></tr></table>,<table><tr><th>Name</th><th>Effect</th></tr></table>,3,
./images/template/card_layout_back.png,,,,,,back,1,30,+1,4,<table><tr><th>Name</th><th>Skill</th><th>Damage</th><th>Injury</th><th>Special Dmg</th></tr><tr><td><b>Axe</b></td><td>3</td><td>5</td><td>18</td><td> Break Shield</td></tr><tr><td><b>Mattock</b></td><td>3</td><td>7</td><td>18</td><td></td></tr></table>,<table><tr><th>Name</th><th>Effect</th></tr><tr><td></td><td></td></tr><tr><td>Fearless</td><td>This creature’s Might is considered 1 higher for the purpose of Resisting the Intimidate Foe combat task</td></tr><tr><td>Fierce Folk</td><td>Spend 1 Resolve to gain (1d) on an attack and make the roll Favoured</td></tr></table>,5,
./images/template/card_layout_back.png,,,,,,back,1,34,+2,5,<table><tr><th>Name</th><th>Skill</th><th>Damage</th><th>Injury</th><th>Special Dmg</th></tr><tr><td><b>Axe</b></td><td>4</td><td>5</td><td>18</td><td> Break Shield</td></tr><tr><td><b>Mattock</b></td><td>4</td><td>7</td><td>18</td><td></td></tr></table>,<table><tr><th>Name</th><th>Effect</th></tr><tr><td></td><td></td></tr><tr><td>Fearless</td><td>This creature’s Might is considered 1 higher for the purpose of Resisting the Intimidate Foe combat task</td></tr><tr><td>Fierce Folk</td><td>Spend 1 Resolve to gain (1d) on an attack and make the roll Favoured</td></tr><tr><td>Reckless Resolve</td><td>Spend 1 point of Resolve to recover 6 Endurance points</td></tr></table>,6,
./images/template/card_layout_back.png,,,,,,back,1,12,-,2,<table><tr><th>Name</th><th>Skill</th><th>Damage</th><th>Injury</th><th>Special Dmg</th></tr><tr><td><b>Short Sword</b></td><td>3</td><td>3</td><td>16</td><td></td></tr><tr><td><b>Claws</b></td><td>3</td><td>3</td><td>14</td><td> Seize</td></tr></table>,<table><tr><th>Name</th><th>Effect</th></tr></table>,,3
./images/template/card_layout_back.png,,,,,,back,1,24,-,2,<table><tr><th>Name</th><th>Skill</th><th>Damage</th><th>Injury</th><th>Special Dmg</th></tr></table>,"<table><tr><th>Name</th><th>Effect</th></tr><tr><td>Ghost Form</td><td>The creature is incorporeal and partially, if not completely, invisible It cannot normally harm nor can be harmed physically by the living When this creatures Hate score is reduced to 0, it disappears and reappears the next night with its hate score refilled Weapons that do not possess Enchanted qualities cannot affect this creature</td></tr><tr><td>Visions of Torment</td><td>Spend 1 Hate to force a player-hero to gain 1 point of Shadow (Dread) If the hero fails their Shadow Test, they lose a number of Endurance points equal to twice their current Shadow score</td></tr><tr><td>Thing of Terror</td><td>At the start of the first round of the battle all Player-heroes in sight gain 3 Shadow points (Dread) Those who fail their Shadow test are daunted and cannot spend Hope for the rest of the fight</td></tr></table>",,6
./images/template/card_layout_back.png,,,,,,back,1,24,-,2,<table><tr><th>Name</th><th>Skill</th><th>Damage</th><th>Injury</th><th>Special Dmg</th></tr></table>,"<table><tr><th>Name</th><th>Effect</th></tr><tr><td>Ghost Form</td><td>The creature is incorporeal and partially, if not completely, invisible It cannot normally harm nor can be harmed physically by the living When this creatures Hate score is reduced to 0, it disappears and reappears the next night with its hate score refilled Weapons that do not possess Enchanted qualities cannot affect this creature</td></tr><tr><td>Dreadful Spells</td><td>Spend 1 Hate to force a player-hero to gain 2 points of Shadow (Sorcery) If the hero fails their Shadow Test, they are Wounded as an old injury reopens</td></tr><tr><td>Visions of Torment</td><td>Spend 1 Hate to force a player-hero to gain 1 point of Shadow (Dread) If the hero fails their Shadow Test, they lose a number of Endurance points equal to twice their current Shadow score</td></tr></table>",,6
./images/template/card_layout_back.png,,,,,,back,1,42,+1,4,<table><tr><th>Name</th><th>Skill</th><th>Damage</th><th>Injury</th><th>Special Dmg</th></tr><tr><td><b>Strangling Claws</b></td><td>3</td><td>5</td><td>16</td><td> Seize</td></tr></table>,"<table><tr><th>Name</th><th>Effect</th></tr><tr><td>Denizen of the Dark</td><td>All attack rolls are Favoured while in darkness</td></tr><tr><td>Fear of Fire</td><td>The creature loses 1 Hate at the start of each round it is engaged in close combat with an adversary wielding a torch or other burning item Horror of the Wood If this creature is encountered in Mirkwood, all BATTLE rolls made to gain combat advantages or remove combat complications are Ill-Favoured</td></tr><tr><td>Thing of Terror</td><td>At the start of the first round of the battle all Player-heroes in sight gain 3 Shadow points (Dread) Those who fail their Shadow test are daunted and cannot spend Hope for the rest of the fight Hideous Toughness : When attacks inflict damage to the creature that would cause it to go to zero Endurance, it causes a Piercing Blow instead Then, if the creature is still alive, it returns to full Endurance</td></tr></table>",,8
./images/template/card_layout_back.png,,,,,,back,1,12,+2,2,<table><tr><th>Name</th><th>Skill</th><th>Damage</th><th>Injury</th><th>Special Dmg</th></tr><tr><td><b>Bite</b></td><td>3</td><td>4</td><td>14</td><td> Pierce</td></tr></table>,"<table><tr><th>Name</th><th>Effect</th></tr><tr><td>Snake-Like Speed</td><td>When targeted by an attack, spend 1 Hate to make the attack roll Ill-favoured</td></tr><tr><td>Craven</td><td>When affected by the Intimidate Foe combat task, the creature also loses 1 Hate</td></tr></table>",,3
./images/template/card_layout_back.png,,,,,,back,1,32,+1,4,<table><tr><th>Name</th><th>Skill</th><th>Damage</th><th>Injury</th><th>Special Dmg</th></tr><tr><td><b>Bite</b></td><td>3</td><td>6</td><td>14</td><td> Pierce</td></tr></table>,"<table><tr><th>Name</th><th>Effect</th></tr><tr><td>Thick Hide</td><td>Spend 1 Hate point to gain (2d) on a Protection roll</td></tr><tr><td>Hatred (Elves)</td><td>When this creature is fighting hated enemies, all of this creature’s attack rolls are Favoured</td></tr><tr><td>Venomous Breath</td><td>Spend a point of Hate to force all characters in close-combat with this creature to make a Protection Test against TN 14 or be Poisoned</td></tr></table>",,3
./images/template/card_layout_back.png,,,,,,back,2,60,-,4,<table><tr><th>Name</th><th>Skill</th><th>Damage</th><th>Injury</th><th>Special Dmg</th></tr><tr><td><b>Bough Lash</b></td><td>3</td><td>5</td><td>16</td><td> Seize</td></tr><tr><td><b>Crush</b></td><td>3</td><td>6</td><td>12</td><td> Break Shield</td></tr></table>,"<table><tr><th>Name</th><th>Effect</th></tr><tr><td>Hatred (Orcs)</td><td>When this creature is fighting hated enemies, all of this creature’s attack rolls are Favoured</td></tr><tr><td>Thick Hide</td><td>Spend 1 Hate point to gain (2d) on a Protection roll</td></tr><tr><td>Fear of Fire</td><td>The creature loses 1 Hate at the start of each round it is engaged in close combat with an adversary wielding a torch or other burning item</td></tr><tr><td>Wrapped in Shadow</td><td>Spend 1 Hate to summon a mist that forces all player heroes to succeed on a Shadow Test (Sorcery) or lose (2d) on all attack rolls and suffer –2 Parry in this combat Torches or other sources of light do not help</td></tr></table>",,6
